WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00001228	A_12_P111560	V	5890644	0.108552689715294	I	10640465	10642281	5081727	7093878	Distant eQTL	No	V	19.5	No	2	NA	NA	NA	NA	I	V
WBGene00018668	A_12_P111573	II	1732850	0.560925544866042	II	1921437	1922765	1727040	1856961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00006816	A_12_P111575	IV	9672074	0.103958227835106	X	13584768	13589827	8736539	11570976	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	X	IV
WBGene00011207	A_12_P111613	V	18193756	0.685341566657024	V	18242339	18252416	18189568	18273719	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00009925	A_12_P111618	IV	13871463	0.119177333463442	IV	14083568	14084695	13388220	14378834	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00022193	A_12_P111619	III	2625072	0.141144315344144	III	2619930	2623067	2595237	2660141	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00020292	A_12_P111620	II	3373587	0.216460926549913	II	3388280	3391586	3271391	3521022	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00015362	A_12_P111628	V	7377721	0.348725272931855	V	7390526	7393390	7343918	7541012	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021977	A_12_P111631	V	4809823	0.164492676359298	V	5077852	5081238	4763332	5175241	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00003663	A_12_P111667	I	11464112	0.155632393884992	I	11433671	11436018	11373077	11604995	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00019317	A_12_P111668	X	2677818	0.234697259594704	X	2496180	2501001	2437263	2937837	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00019047	A_12_P111670	IV	3375408	0.234039136367557	IV	3467428	3469828	3370404	3486989	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00009221	A_12_P111695	V	11806498	0.182793688555879	V	15567394	15569894	11560384	12132514	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00011043	A_12_P111711	II	14608351	0.518926228606971	II	14857253	14866669	14398179	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00015672	A_12_P111740	X	4758185	0.126559791391125	X	16763153	16767027	4165450	5361887	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00015672	A_12_P111740	I	12833013	0.00383490471769177	X	16763153	16767027	12804294	12932809	Distant eQTL	No	I	36	No	4	NA	NA	NA	NA	X	I
WBGene00008454	A_12_P111744	V	12805611	0.181573918727226	V	12566015	12567951	12402085	13228106	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00003698	A_12_P111757	V	15928368	0.152226590699716	V	15922939	15924472	15517739	16167823	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00007164	A_12_P111782	II	1718365	0.124582729091964	V	15593391	15593823	1296443	1990551	Distant eQTL	No	II	3.5	Yes	6		3.5	6	NA	V	II
WBGene00003745	A_12_P111787	IV	15954820	0.120542014634906	X	8592332	8594036	15625988	16207052	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	X	IV
WBGene00020109	A_12_P111798	III	6994821	0.631504049836974	III	7221688	7226709	6862755	7349335	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00020109	A_12_P111798	IV	7328515	0.004932571915492	III	7221688	7226709	7283800	7396833	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	III	IV
WBGene00022200	A_12_P111807	X	2937837	0.226893289609092	X	2933349	2937744	2636716	3034408	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00022200	A_12_P111807	IV	15746218	0.0575487879369825	X	2933349	2937744	15520335	15983752	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	X	IV
WBGene00005646	A_12_P111830	V	7349317	0.129398104068481	V	7382021	7383309	5790711	8653226	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00010123	A_12_P111832	IV	4757132	0.30645582122964	IV	12967445	12969289	4566633	5023053	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	IV	IV
WBGene00012452	A_12_P111843	II	1857571	0.156008716194709	V	18776238	18776687	1417887	1860296	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	II
WBGene00008690	A_12_P111855	X	12990531	0.158367913223365	X	12987334	12990365	12893347	13302268	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00000030	A_12_P111879	I	5497576	0.11997990740676	V	5163396	5164759	4845514	7273652	Distant eQTL	No	I	22	No	4	NA	NA	NA	NA	V	I
WBGene00000464	A_12_P111888	V	5045041	0.131098559598377	III	2530606	2546426	4964433	5261629	Distant eQTL	No	V	16.5	Yes	11		16.5	11	NA	III	V
WBGene00000464	A_12_P111888	I	12098639	0.000959880529176691	III	2530606	2546426	11992373	12258273	Distant eQTL	No	I	35	Yes	6		35	6	NA	III	I
WBGene00008169	A_12_P111891	III	9508946	0.632791845245814	III	9557448	9558563	9191600	9692506	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00010339	A_12_P111895	X	3088382	0.104942062818152	X	15827018	15851771	2636716	4505845	Distant eQTL	No	X	9	Yes	7		9	7	NA	X	X
WBGene00002146	A_12_P111905	IV	15961314	0.201120169340924	X	6031467	6034592	15625988	16375110	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	X	IV
WBGene00015747	A_12_P111906	III	8659106	0.698350620486645	III	8616774	8626917	8569597	8920635	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00016630	A_12_P111910	V	16851148	0.104481258750094	II	6888552	6890418	16598601	16994282	Distant eQTL	No	V	31.5	No	3	NA	NA	NA	NA	II	V
WBGene00021334	A_12_P111918	I	1045634	0.287853768466543	I	1053888	1066905	1041272	1059713	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00021334	A_12_P111918	V	15635975	0.00580046718880912	I	1053888	1066905	15305596	15665189	Distant eQTL	No	V	29	No	2	NA	NA	NA	NA	I	V
WBGene00001726	A_12_P111923	V	11833225	0.173337803958003	V	13561976	13563941	11619117	12288279	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00001726	A_12_P111923	X	5526747	0.00253236057752885	V	13561976	13563941	4674201	5810100	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00010198	A_12_P111933	II	14608351	0.150652610733952	II	14528752	14534174	14204646	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00016860	A_12_P111935	II	10096849	0.11341864851939	V	3091812	3094561	6419993	10502450	Distant eQTL	No	II	20	No	4	NA	NA	NA	NA	V	II
WBGene00000793	A_12_P111958	III	11767486	0.124322302687879	III	11657734	11695165	11660467	11972377	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00000162	A_12_P111960	II	3525146	0.120841598989486	II	3532527	3546437	3375018	4120191	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00015117	A_12_P111970	X	1610131	0.287059581484296	X	1896660	1897343	1366945	2114722	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00015117	A_12_P111970	III	1402564	0.00327346133142824	X	1896660	1897343	1395216	1460260	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	X	III
WBGene00000079	A_12_P111983	I	8859357	0.106260857102432	I	7773180	7777661	7139308	9368840	Distant eQTL	No	I	25.5	No	1	NA	NA	NA	NA	I	I
WBGene00000079	A_12_P111983	I	12649342	0.0041091489076238	I	7773180	7777661	12625280	12732062	Distant eQTL	No	I	36	No	4	NA	NA	NA	NA	I	I
WBGene00000079	A_12_P111983	V	17050088	0.014001400028666	I	7773180	7777661	16779327	17330124	Distant eQTL	No	V	32.5	No	2	NA	NA	NA	NA	I	V
WBGene00009143	A_12_P111989	I	7602154	0.261503610918201	I	7667729	7669901	7480653	7805252	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00004804	A_12_P111996	V	4497523	0.107418567857512	IV	5651039	5660384	4165257	4792309	Distant eQTL	No	V	15	No	4	NA	NA	NA	NA	IV	V
WBGene00007881	A_12_P111997	X	5526747	0.185232433719865	IV	9518363	9518927	4927721	5810100	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00011893	A_12_P111998	V	10815911	0.436265394272503	V	10580928	10587161	10395332	11085892	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00009584	A_12_P112005	V	8653226	0.140530528655563	V	9729173	9734022	7667064	10815911	Distant eQTL	No	V	22	No	3	NA	NA	NA	NA	V	V
WBGene00019141	A_12_P112042	II	1990551	0.467811593385131	II	2030750	2031959	1988126	2075279	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00012573	A_12_P112046	V	18247038	0.202433011433696	V	18272889	18277694	18042724	18416620	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020711	A_12_P112054	IV	5023053	0.441328982182354	I	6711512	6712327	4991861	5163110	Distant eQTL	No	IV	29	Yes	15	Yes	27.5, 28, 28.5, 29	66	NA	I	IV
WBGene00012683	A_12_P112063	V	18936661	0.600865387351966	V	19035723	19037322	18916789	19098196	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00018921	A_12_P112097	I	4187461	0.142129493894076	I	618160	621490	3894133	4225559	Distant eQTL	No	I	20.5	No	5	NA	NA	NA	NA	I	I
WBGene00000463	A_12_P112108	IV	15983752	0.158696183797963	III	4446629	4449949	15954820	16382208	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	III	IV
WBGene00000463	A_12_P112108	I	13709331	0.000717332577962988	III	4446629	4449949	13440345	13853980	Distant eQTL	No	I	43.5	No	1	NA	NA	NA	NA	III	I
WBGene00020557	A_12_P112109	I	5497576	0.14215817185775	I	5678638	5679862	4843830	6037330	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00020557	A_12_P112109	V	12931140	0.0231736769044695	I	5678638	5679862	12298716	13690761	Distant eQTL	No	V	25	Yes	14		25	14	NA	I	V
WBGene00002107	A_12_P112119	IV	15712992	0.224799960668792	I	14031147	14031667	15573322	15983752	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	I	IV
WBGene00001671	A_12_P112122	V	12311036	0.200966659361146	V	12646827	12649313	12077748	12931140	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00001671	A_12_P112122	V	708608	0.000108694499234287	V	12646827	12649313	691031	1062760	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00016029	A_12_P112127	III	483064	0.150437496356163	III	688726	715866	4664	848418	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00021845	A_12_P112155	I	3015345	0.04659011601554	I	3031338	3032938	2928045	3208761	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00022466	A_12_P112184	I	7151497	0.0801798734777525	I	4640995	4644073	6001199	7602154	Distant eQTL	No	I	24	No	1	NA	NA	NA	NA	I	I
WBGene00015705	A_12_P112186	V	4889127	0.107149756618035	V	7686350	7688228	4763332	6526389	Distant eQTL	No	V	16.5	Yes	11		16.5	11	NA	V	V
WBGene00021011	A_12_P112203	IV	1095559	0.105148573318731	IV	505069	506484	122764	1211716	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00021579	A_12_P112211	IV	3952403	0.131622493177445	IV	3954027	3956210	3895145	4332817	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00004786	A_12_P112230	X	8812644	0.17466866585889	X	10201320	10205433	8058569	9642366	Distant eQTL	No	X	21.5	No	4	NA	NA	NA	NA	X	X
WBGene00021667	A_12_P112235	I	398834	0.204424595507887	I	252107	254294	398834	614509	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00015778	A_12_P112255	X	5810100	0.185668023235712	X	6240955	6242709	5638607	6885628	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00022369	A_12_P112257	I	1421474	0.145690286559027	I	1416582	1425201	1419429	1451409	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00022369	A_12_P112257	III	10293762	0.00107864168359196	I	1416582	1425201	9993581	10500696	Distant eQTL	No	III	30	No	2	NA	NA	NA	NA	I	III
WBGene00007112	A_12_P112264	X	4862702	0.109836823673944	IV	11304721	11306762	3934740	5676445	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00015495	A_12_P112275	X	4656473	0.128037797471866	X	4562163	4563125	3907685	5638607	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00018696	A_12_P112288	X	4758185	0.145019815124379	V	8392260	8394393	4630882	5676445	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00019435	A_12_P112296	X	1509755	0.543519954012441	X	1547505	1560145	1479645	1594701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00011298	A_12_P112306	III	8929685	0.215092057198611	III	9043886	9045944	5111616	9125163	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00007235	A_12_P112333	V	14290503	0.240561530786265	V	15084058	15085385	14146627	15269015	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00017770	A_12_P112343	V	5175241	0.182453201726164	V	5685725	5687381	5027848	5602246	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00017770	A_12_P112343	X	7002637	9.21888446146869e-05	V	5685725	5687381	6864316	8030746	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	V	X
WBGene00009431	A_12_P112350	IV	4755912	0.117048306052222	V	13727761	13730784	4281922	5208413	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00009013	A_12_P112356	IV	12262083	0.211725232800782	IV	8739470	8740026	11896553	12672698	Distant eQTL	No	IV	33.5	Yes	7	Yes	33.5	7	NA	IV	IV
WBGene00013887	A_12_P112393	V	2273347	0.194128703200406	V	14878348	14878452	2058158	3181885	Distant eQTL	No	V	5.5	Yes	9		5.5	9	NA	V	V
WBGene00012727	A_12_P112400	II	13887705	0.154541057801655	II	13994410	13995045	13735025	14189728	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003716	A_12_P112413	IV	14550304	0.110989247702994	V	2229081	2230984	13418977	14658591	Distant eQTL	No	IV	39.5	No	4	NA	NA	NA	NA	V	IV
WBGene00001449	A_12_P112418	X	5810100	0.134464229803329	V	9471973	9473812	4753798	6159202	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00000535	A_12_P112439	IV	12672698	0.116511890927833	IV	6092212	6093680	11896553	12963367	Distant eQTL	No	IV	33.5	Yes	7	Yes	33.5	7	NA	IV	IV
WBGene00001602	A_12_P112440	X	3088382	0.107524530168965	X	6058255	6060242	2636716	3796301	Distant eQTL	No	X	9	Yes	7		9	7	NA	X	X
WBGene00010722	A_12_P112441	X	4758185	0.140717422852708	II	14114213	14122165	4630882	5676445	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00010776	A_12_P112474	X	13731875	0.389769798394442	X	13727296	13734407	13673477	13884615	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00015139	A_12_P112476	X	4758185	0.284525505513099	X	510673	520981	4630882	5361887	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00015139	A_12_P112476	I	9729023	0.00886843483455472	X	510673	520981	9523381	10158231	Distant eQTL	No	I	26	No	5	NA	NA	NA	NA	X	I
WBGene00007856	A_12_P112477	X	6597806	0.105307390747368	I	9048188	9049349	5779735	9642366	Distant eQTL	No	X	18.5	Yes	9	Yes	18.5	9	NA	I	X
WBGene00007856	A_12_P112477	I	9429198	0.00998745802631761	I	9048188	9049349	9348087	9554938	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00016785	A_12_P112481	V	4809823	0.104422416081037	V	4034476	4036024	3229784	5045041	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00020852	A_12_P112487	V	2586597	0.197096103601821	V	2281769	2284963	2283377	2621596	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00008894	A_12_P112502	V	18575988	0.251223778884113	V	18198721	18205815	18407833	18857067	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00000793	A_12_P112504	III	11913630	0.112906315066509	III	11657734	11695165	11767486	11997250	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00017273	A_12_P112514	III	6994821	0.334706187867894	III	7347234	7349175	6681836	8009505	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007155	A_12_P112523	X	3843271	0.128076192342474	I	10074952	10077750	3157218	4025890	Distant eQTL	No	X	12	Yes	73		12	73	NA	I	X
WBGene00017080	A_12_P112530	X	5291269	0.112865188978271	V	204376	209758	4891523	5569019	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00012680	A_12_P112541	V	19056022	0.785437154162238	V	19047047	19048669	19044206	19098196	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00012711	A_12_P112548	III	12731659	0.187512379577408	III	12951412	12952383	12692227	13025273	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	III	III
WBGene00022690	A_12_P112549	II	1860584	0.245906393326811	II	1953680	1955668	1718365	1903099	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00019643	A_12_P112552	V	7335113	0.0971828136501571	V	6895078	6896922	5699019	11619117	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00008793	A_12_P112559	IV	4370981	0.149823081283307	V	14301406	14306446	3792388	5023053	Distant eQTL	No	IV	27.5	Yes	6	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00008110	A_12_P112561	II	13755276	0.126561979933717	IV	9216952	9220401	13738578	13877137	Distant eQTL	No	II	38.5	No	2	NA	NA	NA	NA	IV	II
WBGene00006936	A_12_P112565	I	13666888	0.128350946341289	I	13547852	13559361	13237585	14116647	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00007236	A_12_P112574	V	13768624	0.168257727732063	V	15082530	15084147	12486434	15497715	Distant eQTL	No	V	26	No	2	NA	NA	NA	NA	V	V
WBGene00015709	A_12_P112579	V	7648043	0.444432806482271	V	7679310	7681615	7626098	8385482	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00007341	A_12_P112595	II	11654614	0.106334690336253	II	11431884	11432705	10475415	12073118	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00015912	A_12_P112602	II	3087757	0.116355680650084	II	3246313	3248174	2996000	3373865	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00020496	A_12_P112606	X	4501238	0.160816746895584	X	4596012	4605928	3713398	5176675	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00017071	A_12_P112608	II	8102088	0.111023697508088	IV	8366521	8375376	6419993	10732488	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	IV	II
WBGene00009851	A_12_P112622	X	14142466	0.31772902750918	X	13977827	13979033	13938822	14281712	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00012639	A_12_P112645	IV	13422338	0.209773609972549	IV	13466139	13469388	13274737	14245584	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00003742	A_12_P112650	IV	15961314	0.21236911234584	I	10517324	10518055	15683717	16014568	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	I	IV
WBGene00001454	A_12_P112651	X	4758185	0.407523813166308	X	4677340	4678334	4639456	5176675	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00001454	A_12_P112651	III	848418	2.16219862115935e-05	X	4677340	4678334	674333	865404	Distant eQTL	No	III	2	No	1	NA	NA	NA	NA	X	III
WBGene00004455	A_12_P112652	IV	15966979	0.102570285062285	II	11092713	11094022	15619530	16375110	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	II	IV
WBGene00022475	A_12_P112673	I	4259878	0.281118404336509	I	4555343	4556826	4256443	4702300	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00009110	A_12_P112679	V	2273347	0.397957521813489	V	10545730	10546921	2092267	2302069	Distant eQTL	No	V	5.5	Yes	9		5.5	9	NA	V	V
WBGene00011334	A_12_P112692	X	3796301	0.112732817608395	II	10240277	10242490	3713398	5361887	Distant eQTL	No	X	12	Yes	73		12	73	NA	II	X
WBGene00016786	A_12_P112702	V	13768624	0.115067690803501	V	4031619	4033446	12298716	14789933	Distant eQTL	No	V	26	No	2	NA	NA	NA	NA	V	V
WBGene00003025	A_12_P112713	V	3685467	0.33992593088339	V	3704988	3712796	3483432	3853940	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00012588	A_12_P112722	II	12594506	0.230209948725505	II	12610313	12612357	12582098	12610950	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00001462	A_12_P112751	X	5569019	0.225640234470593	X	10604686	10605831	4630882	5810100	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00007055	A_12_P112758	V	8947708	0.13706563906312	V	8594908	8597500	8012630	10022825	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00011669	A_12_P112766	V	15132428	0.507176933804932	V	15180057	15181843	15130626	15269015	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00019225	A_12_P112778	I	12098639	0.164207663813769	X	6784411	6787305	12048245	12147931	Distant eQTL	No	I	35	Yes	6		35	6	NA	X	I
WBGene00022096	A_12_P112789	IV	2530706	0.57942686394165	IV	2565794	2568367	2525682	2571028	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00021150	A_12_P112796	V	15834792	0.323948519546412	X	7085367	7085639	15834735	15917146	Distant eQTL	No	V	29.5	No	4	NA	NA	NA	NA	X	V
WBGene00001411	A_12_P112821	X	3843271	0.101706603288914	IV	5533140	5537992	3713398	4566632	Distant eQTL	No	X	12	Yes	73		12	73	NA	IV	X
WBGene00001411	A_12_P112821	II	7161299	0.000215061577662086	IV	5533140	5537992	6570733	9842467	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	IV	II
WBGene00019584	A_12_P112823	X	7801408	0.276907795300212	X	7733331	7736277	7433720	8030746	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00019584	A_12_P112823	X	5390152	0.12641424915165	X	7733331	7736277	4753798	5810100	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00013584	A_12_P112841	V	18918041	0.236918484261503	V	18895284	18900537	18884730	19056022	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00016314	A_12_P112847	X	4179483	0.123237562019721	II	6331899	6333987	3814926	4402562	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00001777	A_12_P112852	II	14465917	0.113955338231266	II	15168538	15169861	14281152	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00013487	A_12_P112853	V	18726513	0.207265644743478	V	18650343	18656165	18438644	18897872	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00012337	A_12_P112868	V	15348506	0.127661125399313	V	13036894	13041790	12442325	15917146	Distant eQTL	No	V	28	No	2	NA	NA	NA	NA	V	V
WBGene00004271	A_12_P112883	II	12066947	0.255189727315673	II	11965223	11967538	11882226	12178961	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00006762	A_12_P112891	X	5576572	0.113981400540331	III	12942333	12949947	4674201	5810100	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00022161	A_12_P112929	X	5361887	0.193189145666861	I	1779766	1782594	5152523	5676445	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00013080	A_12_P112933	IV	15573322	0.139040745458358	V	18573053	18579784	15393010	15636170	Distant eQTL	No	IV	41.5	Yes	20	Yes	41.5, 42	61	NA	V	IV
WBGene00018935	A_12_P112946	IV	776733	0.131444495373544	IV	794632	796563	122764	974972	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00017201	A_12_P112947	V	7666834	0.416114779452628	V	7624946	7626467	7664706	8385482	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00017201	A_12_P112947	II	1990551	0.000129322242344632	V	7624946	7626467	1988126	2196572	Distant eQTL	No	II	4	No	3	NA	NA	NA	NA	V	II
WBGene00008234	A_12_P112949	IV	16167824	0.134436082467507	V	9523165	9524201	15746218	16207052	Distant eQTL	No	IV	42	Yes	41	Yes	41.5, 42	61	NA	V	IV
WBGene00000175	A_12_P112951	X	2995671	0.39869029115806	X	3025068	3026976	2932540	3104255	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
