trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
H19J13.1.1	Distant eQTL to Distant eQTL	II_946924	I_14700446	0.0957669103681178	Between different chromosomes
H19J13.1.1	Distant eQTL to Distant eQTL	IV_4430374	I_14700446	0.221639849050949	Between different chromosomes
H19J13.1.1	Distant eQTL to Distant eQTL	V_14444778	I_14700446	0.13296256183011	Between different chromosomes
H19J13.1.1	Distant eQTL to Distant eQTL	IV_4430374	II_946924	0.199571501750264	Between different chromosomes
H19J13.1.1	Distant eQTL to Distant eQTL	V_14444778	II_946924	0.163726083481872	Between different chromosomes
H19J13.1.1	Distant eQTL to Distant eQTL	V_14444778	IV_4430374	0.195642620755245	Between different chromosomes
H20J04.3.1	Distant eQTL to Distant eQTL	V_20030979	I_13227967	0.310416524820752	Between different chromosomes
H20J04.3.1	Distant eQTL to Distant eQTL	X_14446308	I_13227967	0.161482604013107	Between different chromosomes
H20J04.3.1	Distant eQTL to Distant eQTL	X_14446308	V_20030979	0.460220833287447	Between different chromosomes
H20J04.4a.1	Distant eQTL to Distant eQTL	IV_13319966	IV_1220427	0.013374439262809	On the same chromosome
H37A05.4a.1	Distant eQTL to Distant eQTL	III_2644030	II_2531056	0.142210664570388	Between different chromosomes
H37A05.4a.1	Distant eQTL to Distant eQTL	III_12080737	II_2531056	0.204658324052617	Between different chromosomes
H37A05.4a.1	Distant eQTL to Distant eQTL	III_12080737	III_2644030	0.144510241396689	On the same chromosome
JC8.6d.1	Distant eQTL to Distant eQTL	V_14690552	II_14951586	0.416979879687461	Between different chromosomes
JC8.6d.1	Distant eQTL to Distant eQTL	V_19252154	II_14951586	0.460220833287447	Between different chromosomes
JC8.6d.1	Distant eQTL to Distant eQTL	V_19252154	V_14690552	0.460220833287447	On the same chromosome
K01A2.11d.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
K01A2.8d.1	Distant eQTL to Distant eQTL	III_11186807	II_14060605	0.150533746665425	Between different chromosomes
K01A2.8d.1	Distant eQTL to Distant eQTL	V_13849401	II_14060605	0.252462753441935	Between different chromosomes
K01A2.8d.1	Distant eQTL to Distant eQTL	V_13849401	III_11186807	0.104368118597712	Between different chromosomes
K01D12.5.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
K02C4.4a.1	Distant eQTL to Distant eQTL	II_14258126	II_1146328	0.0520218589575089	On the same chromosome
K02C4.4a.1	Distant eQTL to Distant eQTL	V_14444778	II_1146328	0.140936664566153	Between different chromosomes
K02C4.4a.1	Distant eQTL to Distant eQTL	V_14444778	II_14258126	0.119847499398665	Between different chromosomes
K02E2.4.1	Distant eQTL to Distant eQTL	V_14447671	IV_3769717	0.0752026743286274	Between different chromosomes
K02F2.4.1	Distant eQTL to Distant eQTL	IV_14920472	I_2013029	0.305839224875847	Between different chromosomes
K02F2.4.1	Distant eQTL to Distant eQTL	V_14649731	I_2013029	0.271583150641385	Between different chromosomes
K02F2.4.1	Distant eQTL to Distant eQTL	V_14649731	IV_14920472	0.179426040798811	Between different chromosomes
K04D7.2b.2	Distant eQTL to Distant eQTL	V_18849905	IV_13102870	0.568393791653241	Between different chromosomes
K04D7.2b.2	Distant eQTL to Distant eQTL	X_8522871	IV_13102870	0.347308929905959	Between different chromosomes
K04D7.2b.2	Distant eQTL to Distant eQTL	X_8522871	V_18849905	0.347308929905959	Between different chromosomes
K04E7.3.1	Distant eQTL to Distant eQTL	X_7896461	V_14649731	0.197863864416951	Between different chromosomes
K04H4.2a.2	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
K04H4.2b.1	Distant eQTL to Distant eQTL	V_14649731	I_1549172	0.137298125715149	Between different chromosomes
K05F6.10.1	Distant eQTL to Distant eQTL	V_15105377	IV_6179627	0.350213856323441	Between different chromosomes
K05F6.16	Distant eQTL to Distant eQTL	IV_16531671	II_14599960	0.12925056144098	Between different chromosomes
K06C4.10.1	Distant eQTL to Distant eQTL	X_14672018	IV_1470009	0.107458673145855	Between different chromosomes
K06C4.17.1	Distant eQTL to Distant eQTL	V_12023320	II_2476363	0.0993076071153525	Between different chromosomes
K06C4.17.1	Distant eQTL to Distant eQTL	X_769345	II_2476363	0.0860384680314111	Between different chromosomes
K06C4.17.1	Distant eQTL to Distant eQTL	X_769345	V_12023320	0.244526567836765	Between different chromosomes
K07G5.6.2	Distant eQTL to Distant eQTL	X_16190800	X_8046921	0.539673494090091	On the same chromosome
K07H8.5.1	Distant eQTL to Distant eQTL	X_7116370	IV_9402749	0.28949598668971	Between different chromosomes
K08D8.4a.1	Distant eQTL to Distant eQTL	V_7317606	IV_9026757	0.106455506317256	Between different chromosomes
K08D8.4a.1	Distant eQTL to Distant eQTL	V_19507269	IV_9026757	0.355340297046054	Between different chromosomes
K08D8.4a.1	Distant eQTL to Distant eQTL	V_19507269	V_7317606	0.0439680083921148	On the same chromosome
K08D8.4d.1	Distant eQTL to Distant eQTL	III_2951873	I_1689321	0.0884676855533633	Between different chromosomes
K08D8.4d.1	Distant eQTL to Distant eQTL	IV_15238915	I_1689321	0.0053865174006501	Between different chromosomes
K08D8.4d.1	Distant eQTL to Distant eQTL	IV_15238915	III_2951873	0.00933383636242263	Between different chromosomes
K08E7.5a.2	Distant eQTL to Distant eQTL	V_20030979	V_14957074	0.253976898568306	On the same chromosome
K08E7.5a.2	Distant eQTL to Distant eQTL	X_14460051	V_14957074	0.253976898568306	Between different chromosomes
K08E7.5a.2	Distant eQTL to Distant eQTL	X_14460051	V_20030979	0.310416524820752	Between different chromosomes
K08F8.1b.1	Distant eQTL to Distant eQTL	X_13516932	I_14187420	0.107347421739536	Between different chromosomes
K09D9.2.1	Distant eQTL to Distant eQTL	X_12115322	II_3402871	0.110974166207244	Between different chromosomes
K09E9.3a.2	Distant eQTL to Distant eQTL	V_13938211	IV_14547270	0.272142581884007	Between different chromosomes
K10G6.2.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
K10G6.3b.1	Distant eQTL to Distant eQTL	V_20030979	V_14649731	0.307762445888615	On the same chromosome
M01G12.7.1	Distant eQTL to Distant eQTL	V_15743935	I_345372	0.343695497246459	Between different chromosomes
M02E1.3.1	Distant eQTL to Distant eQTL	IV_2433269	III_5614402	0.00673633672147324	Between different chromosomes
M02G9.1a.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
M02G9.1b.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
M03E7.4.1	Distant eQTL to Distant eQTL	IV_15446109	IV_4430374	0.127626414590101	On the same chromosome
M03E7.4.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
M03E7.4.1	Distant eQTL to Distant eQTL	V_14654518	IV_15446109	0.332208879115725	Between different chromosomes
M03F4.6.2	Distant eQTL to Distant eQTL	V_14649731	II_715409	0.270232104176841	Between different chromosomes
M03F8.2b.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
M116.5.1	Distant eQTL to Distant eQTL	V_19016846	V_13728639	0.504196144938551	On the same chromosome
M117.6.1	Distant eQTL to Distant eQTL	V_4773833	IV_8994832	0.24366187338586	Between different chromosomes
M142.4.1	Distant eQTL to Distant eQTL	V_7596063	I_1549172	0.125994372236616	Between different chromosomes
M195.2b.1	Distant eQTL to Distant eQTL	V_13722936	IV_4430374	0.164818399220271	Between different chromosomes
M195.2b.1	Distant eQTL to Distant eQTL	V_20030979	IV_4430374	0.0762454856594209	Between different chromosomes
M195.2b.1	Distant eQTL to Distant eQTL	V_20030979	V_13722936	0.350213856323441	On the same chromosome
M60.2.2	Distant eQTL to Distant eQTL	V_4860639	II_13176850	0.343695497246459	Between different chromosomes
M60.2.2	Distant eQTL to Distant eQTL	X_6186665	II_13176850	0.343695497246459	Between different chromosomes
M60.2.2	Distant eQTL to Distant eQTL	X_6186665	V_4860639	0.506838501772619	Between different chromosomes
R04B5.5.1	Distant eQTL to Distant eQTL	V_4860639	II_11958857	0.313514511295377	Between different chromosomes
R04B5.5.1	Distant eQTL to Distant eQTL	X_8927830	II_11958857	0.28277687448632	Between different chromosomes
R04B5.5.1	Distant eQTL to Distant eQTL	X_8927830	V_4860639	0.593761751750285	Between different chromosomes
R05G9R.1.1	Distant eQTL to Distant eQTL	IV_15446109	III_11891019	0.0810834057688252	Between different chromosomes
R06A4.10c.1	Distant eQTL to Distant eQTL	III_6453825	II_300923	0.0829133397316375	Between different chromosomes
R06B9.3.1	Distant eQTL to Distant eQTL	III_12000745	II_2701077	6.39311479031492e-08	Between different chromosomes
R06B9.3.2	Distant eQTL to Distant eQTL	IV_1968707	III_12000745	0.0132065611747942	Between different chromosomes
R06B9.3.2	Distant eQTL to Distant eQTL	V_18117183	III_12000745	0.320952289686225	Between different chromosomes
R06B9.3.2	Distant eQTL to Distant eQTL	V_18117183	IV_1968707	0.0188863859466354	Between different chromosomes
R07A4.4.1	Distant eQTL to Distant eQTL	IV_4430374	I_14700446	0.221639849050949	Between different chromosomes
R07B7.2b.1	Distant eQTL to Distant eQTL	X_769345	II_2476363	0.0860384680314111	Between different chromosomes
R07B7.2c.1	Distant eQTL to Distant eQTL	X_769345	II_2476363	0.0860384680314111	Between different chromosomes
R07C12.1.1	Distant eQTL to Distant eQTL	V_4938946	I_1703084	0.0413522773574088	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	II_5663464	I_2018645	0.409975325900233	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	III_1604698	I_2018645	0.293514723008624	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	IV_10515538	I_2018645	0.186378002691924	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	V_3004240	I_2018645	0.2276932038364	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	X_826476	I_2018645	0.529832793518792	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	III_1604698	II_5663464	0.150533746665425	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	IV_10515538	II_5663464	0.357755000637676	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	V_3004240	II_5663464	0.379897382390994	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	X_826476	II_5663464	0.420110091639415	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	IV_10515538	III_1604698	0.0860384680313376	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	V_3004240	III_1604698	0.199308778412856	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	X_826476	III_1604698	0.130633677794635	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	V_3004240	IV_10515538	0.172054924398933	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	X_826476	IV_10515538	0.24366187338586	Between different chromosomes
R07C3.5.1	Distant eQTL to Distant eQTL	X_826476	V_3004240	0.220529238269072	Between different chromosomes
R09E10.9	Distant eQTL to Distant eQTL	V_8285021	II_946924	0.161482604013107	Between different chromosomes
R09E10.9	Distant eQTL to Distant eQTL	X_5067480	II_946924	0.144510241396689	Between different chromosomes
R09E10.9	Distant eQTL to Distant eQTL	X_5067480	V_8285021	0.460220833287447	Between different chromosomes
R09F10.7.1	Distant eQTL to Distant eQTL	II_946924	I_14700446	0.0957669103681178	Between different chromosomes
R09F10.7.1	Distant eQTL to Distant eQTL	IV_15446109	I_14700446	0.403357326841154	Between different chromosomes
R09F10.7.1	Distant eQTL to Distant eQTL	IV_15446109	II_946924	0.0512268938095581	Between different chromosomes
R107.8.1	Distant eQTL to Distant eQTL	X_9545637	IV_11868913	0.150250995440431	Between different chromosomes
R10E4.2g.2	Distant eQTL to Distant eQTL	V_10343103	I_2941076	0.416979879687461	Between different chromosomes
R10E4.2g.2	Distant eQTL to Distant eQTL	X_4562158	I_2941076	0.416979879687461	Between different chromosomes
R10E4.2g.2	Distant eQTL to Distant eQTL	X_4562158	V_10343103	0.677740837740229	Between different chromosomes
R10E8.6.1	Distant eQTL to Distant eQTL	V_20030979	I_13299914	0.190556251723349	Between different chromosomes
R10E8.6.1	Distant eQTL to Distant eQTL	X_14955875	I_13299914	0.235384961737711	Between different chromosomes
R10E8.6.1	Distant eQTL to Distant eQTL	X_14955875	V_20030979	0.282776874486341	Between different chromosomes
R11G1.1.1	Distant eQTL to Distant eQTL	III_2646834	II_541722	0.120692656282526	Between different chromosomes
R11G1.1.1	Distant eQTL to Distant eQTL	V_14649731	II_541722	0.244597981149789	Between different chromosomes
R11G1.1.1	Distant eQTL to Distant eQTL	V_14649731	III_2646834	0.189617987945837	Between different chromosomes
R12A1.3a.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
R12C12.8b	Distant eQTL to Distant eQTL	V_18998037	I_3173070	0.14629007475893	Between different chromosomes
R13.5	Distant eQTL to Distant eQTL	X_5067480	III_3353294	0.000215514598779278	Between different chromosomes
R13.5	Distant eQTL to Distant eQTL	X_14955875	III_3353294	0.0609504218969575	Between different chromosomes
R13.5	Distant eQTL to Distant eQTL	X_14955875	X_5067480	0.0762454856594209	On the same chromosome
R13A5.5.2	Distant eQTL to Distant eQTL	V_3004240	IV_8177599	0.386192328468268	Between different chromosomes
R13H9.4.1	Distant eQTL to Distant eQTL	IV_17057883	IV_8337815	0.0898201073974743	On the same chromosome
R13H9.4.1	Distant eQTL to Distant eQTL	V_4415549	IV_8337815	0.348932889624692	Between different chromosomes
R13H9.4.1	Distant eQTL to Distant eQTL	V_4415549	IV_17057883	0.0333347509235328	Between different chromosomes
R151.2d.1	Distant eQTL to Distant eQTL	X_6631333	III_8975604	0.14629007475893	Between different chromosomes
T01B7.5a.2	Distant eQTL to Distant eQTL	I_14067665	I_1200305	0.409784788423993	On the same chromosome
T01B7.5a.2	Distant eQTL to Distant eQTL	V_15402901	I_1200305	0.289315774469331	Between different chromosomes
T01B7.5a.2	Distant eQTL to Distant eQTL	V_15402901	I_14067665	0.427269070709023	Between different chromosomes
T01H10.4	Distant eQTL to Distant eQTL	IV_8272382	IV_751512	0.0245528438944256	On the same chromosome
T02E9.2a.1	Distant eQTL to Distant eQTL	V_14645499	IV_16384308	0.123127855192194	Between different chromosomes
T03G6.1.2	Distant eQTL to Distant eQTL	II_13265642	I_1549172	0.0857920767481258	Between different chromosomes
T03G6.1.2	Distant eQTL to Distant eQTL	IV_4430374	I_1549172	0.256406219039498	Between different chromosomes
T03G6.1.2	Distant eQTL to Distant eQTL	IV_4430374	II_13265642	0.118080967662683	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	III_3353294	I_345372	0.2590611571635	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	V_15743935	I_345372	0.343695497246459	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_5067480	I_345372	0.000679325549602701	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_14955875	I_345372	0.199571501750264	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	V_15743935	III_3353294	0.387021016262098	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_5067480	III_3353294	0.000215514598779278	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_14955875	III_3353294	0.0609504218969575	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_5067480	V_15743935	0.00106734960534384	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_14955875	V_15743935	0.0860384680314111	Between different chromosomes
T04B2.1	Distant eQTL to Distant eQTL	X_14955875	X_5067480	0.0762454856594209	On the same chromosome
T04C12.6.2	Distant eQTL to Distant eQTL	X_9464216	V_5501275	0.332153066245238	Between different chromosomes
T04G9.2.2	Distant eQTL to Distant eQTL	V_16017666	IV_4430374	0.0885314757082112	Between different chromosomes
T04H1.9.2	Distant eQTL to Distant eQTL	V_7317606	III_3353294	0.480587297105725	Between different chromosomes
T05A12.2a.1	Distant eQTL to Distant eQTL	V_15743935	III_3353294	0.387021016262098	Between different chromosomes
T05H4.7.1	Distant eQTL to Distant eQTL	II_14258126	II_551358	0.258653499882936	On the same chromosome
T05H4.7.1	Distant eQTL to Distant eQTL	V_14649731	II_551358	0.341185572894734	Between different chromosomes
T05H4.7.1	Distant eQTL to Distant eQTL	V_14649731	II_14258126	0.175247424964237	Between different chromosomes
T05H4.8	Distant eQTL to Distant eQTL	II_8795806	II_3978307	0.351906850304077	On the same chromosome
T05H4.8	Distant eQTL to Distant eQTL	IV_14694837	II_3978307	0.0820988375499811	Between different chromosomes
T05H4.8	Distant eQTL to Distant eQTL	V_15469512	II_3978307	0.44962306262098	Between different chromosomes
T05H4.8	Distant eQTL to Distant eQTL	X_2299291	II_3978307	0.377719213498843	Between different chromosomes
T05H4.8	Distant eQTL to Distant eQTL	IV_14694837	II_8795806	0.130633677794635	Between different chromosomes
T05H4.8	Distant eQTL to Distant eQTL	V_15469512	II_8795806	0.316592861241986	Between different chromosomes
